,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
1337,5faqHnfDqoNF1M78RldTZY,GỌI TÊN TÔI,"['RAP VIỆT', 'Phaos']",2021-11-15,185739,0,22,0,152452,1957,5605
1338,1efLujNOuRkB1zwpNKGeea,CÒN THỞ CÒN GỠ,"['RAP VIỆT', 'Lil Wuyn']",2021-11-15,203713,5,668,27,2035826,7481,25820
1498,67an8H5oONiIogUlckCa7v,V THANG,"['RAP VIỆT', 'V#']",2021-11-08,160780,0,34,4,81177,144,1510
1499,4QL2zuJogWUiHGdIlrYP53,LÁ THƯ THIÊN SỨ,"['RAP VIỆT', 'Arthur']",2021-11-08,162857,0,45,3,70206,178,1947
1500,2JlSuHYheWL87CmmTlCDo9,ĐỪNG XA ANH ĐÊM NAY,"['RAP VIỆT', 'Raf']",2021-11-08,168000,0,104,6,197936,336,1148
1501,2NMAkImHvdbcTOE6MkBESJ,THE MOMENT OF LOVE,"['RAP VIỆT', 'T.B.O']",2021-11-08,147114,0,35,2,60087,246,1800
1502,21fsSUxq2xnQMUTpUo5Uvu,LƯU LY,"['RAP VIỆT', 'DT']",2021-11-08,172173,0,73,9,191242,289,1236
1503,0Aq8BlViHe75gOYewwxCvn,EM,"['RAP VIỆT', 'Xám']",2021-11-08,213967,2,505,22,877676,2789,11397
1504,68ywcfEFCT8Aeb9CjMo7h9,CÙNG YÊU CÙNG CỐ,"['RAP VIỆT', 'Lập Nguyên']",2021-11-08,161739,0,24,5,53688,150,1601
1505,5Ix3TvUO2MOoFjOhfsg9Xv,NGỌN NẾN,"['RAP VIỆT', 'Coldzy']",2021-11-08,187200,2,375,21,943200,2555,9898
1673,6I5nAqL36V6rOH5yeF6vED,ĐẸP TRAI,"['RAP VIỆT', 'ShanHao']",2021-11-01,137142,0,93,7,239369,473,1561
1674,0ZYV6Fvm9m51fZQE1RGKpZ,LOTO  [feat. Pjpo],['RAP VIỆT'],2021-11-01,177029,0,59,0,152385,626,2581
1675,7HiE74N7mmSryThilThYGz,MÙA ĐÔNG VÀ EM,"['RAP VIỆT', 'Free']",2021-11-01,174857,2,104,0,2054566,9105,2886
1676,2NQzNbUXU6xXIe5ekTQp2C,CAFÉ SÁNG,"['RAP VIỆT', 'Flexetcheck']",2021-11-01,173714,0,18,2,50601,415,2287
1677,7mRjWlgAO6F307uJBcrkHN,LIỀU THÌ ĂN NHIỀU,"['RAP VIỆT', 'prettyXIX']",2021-11-01,210810,0,43,4,117756,272,3479
1678,1Bc6F1iGvgZFleIcPleRsq,THÁI BÌNH DƯƠNG,"['RAP VIỆT', 'J Jade']",2021-11-01,184360,2,31,4,80416,1816,2198
1679,5TTJXQ1NEkKjLGletdkjjY,FLY TO THE SKY,"['RAP VIỆT', 'T.C']",2021-11-01,185142,0,38,5,456240,259,6728
1680,66KCoeGPimoVR3FInucM9Q,BACK TO HOMETOWN  [feat. Sol7],['RAP VIỆT'],2021-11-01,176000,5,1035,31,2745545,9941,38116
1856,3GiFQj3f6iWfeMIIi58sxY,BÀI NÀY VUI PHẾT,"['RAP VIỆT', '2Can']",2021-10-25,191681,2,331,0,587579,4787,5861
1857,4itsiBEQvC43wuVsEPgbTu,CHUYỆN TÌNH CHÀNG SA ĐÉC,"['RAP VIỆT', 'Night T']",2021-10-25,149052,0,75,7,156317,324,1049
1858,2usjEcwF8R5PeqBbnjHxaW,MẮT NAI ƠI,"['RAP VIỆT', 'Cà Nâu']",2021-10-25,189517,0,107,6,245380,934,1875
1859,04E5L5DwDLaFHqc7pSsEnu,MỘT VÌ SAO  [feat. Decaffeine],['RAP VIỆT'],2021-10-25,178285,0,13,2,66924,414,7913
1860,3Z7pBpmioASL0QyO2yuEfT,MỘT LẦN NỮA,"['RAP VIỆT', 'DKid']",2021-10-25,155675,0,24,0,76131,1016,3277
1861,1yL6BrUuCmAq9YBKEYO6yX,KHẢI HOÀN KHÚC,"['RAP VIỆT', 'B-Wine']",2021-10-25,183896,2,152,14,236145,1098,2777
1862,6mLXOeT21ES6iZB8bfiGI6,SÀI GÒN CÓ EM,"['RAP VIỆT', 'Blacka']",2021-10-25,145428,3,836,25,1788105,7653,30647
2045,3vx5M2CSL67Lj1oSPUzX9i,ĐÂY LÀ RAP VIỆT 2,"['RAP VIỆT', 'Rhymastic', 'Wowy', 'LK', 'Karik', 'JustaTee', 'Binz']",2021-10-18,177636,2,196,20,855503,2005,6159
2046,1lzKQW36Y43DVGSTG5vNAW,HIÊN NGANG NGẨNG ĐẦU,"['RAP VIỆT', '16 BrT']",2021-10-18,164000,0,67,5,148955,153,261
2047,2qNZU7RSIDSzbQ27gtaC0q,KHÔNG PHẢI TẠI NÓ,"['RAP VIỆT', 'Mai Ngô']",2021-10-18,164210,2,556,27,1505077,5504,16287
2048,4B0da17P7gzdp2zfYECiMh,VÒNG SUY NGHĨ,"['RAP VIỆT', 'Mai Âm Nhạc']",2021-10-18,190800,1,575,27,1286366,4502,15986
2049,6oPXqNpnWSiqxaEpe8xHOz,ENVY,"['RAP VIỆT', 'Dian']",2021-10-18,156116,0,70,6,151571,186,307
2050,1ojUtV3R0T0fKfFaAiCT2S,FALLING ON YOU,"['RAP VIỆT', 'VSOUL']",2021-10-18,145454,2,485,17,667553,2912,4031
2051,2sUJxpZyYIAtJjy4ptfTK2,CẢM NHẬN,"['RAP VIỆT', 'Seachains']",2021-10-18,177684,3,964,30,2841743,8968,25312
2241,1Wg83IToHimkgKtzQExO6s,Anh Chồng Quốc Dân Của Em,"['RAP VIỆT', 'Lăng LD', 'Rhymastic']",2020-11-16,186666,0,299,0,870666,591,2587
2242,1pQHqk6qWM5xbNeobMCGBZ,Dân Chơi Xóm,"['RAP VIỆT', 'RPT MCK', 'JustaTee']",2020-11-16,153402,3,1828,38,8906742,17495,71889
2243,7ssVARiCxa9KentfZXhZEr,Tèn Tèn Girls!,"['RAP VIỆT', 'Tlinh', 'Suboi']",2020-11-16,189861,1,778,29,2537683,4581,19141
2244,3OKyAD1Z2dJhxMJQFW4YJs,What Love Is…,"['RAP VIỆT', 'RPT Gonzo', 'Thành Draw', 'Binz']",2020-11-16,242666,1,630,21,1665215,1668,6832
2245,0aOOB0EuwnWuoAqzR4THA9,Ala Ela,"['RAP VIỆT', 'Gducky', 'Ricky Star', 'Karik']",2020-11-16,244571,1,668,28,2354409,4689,18676
2246,7fBS3lMEHU3XIzn6lXgH3X,Chim Sẻ Và Dâu Tây,"['RAP VIỆT', 'Dế Choắt', 'Wowy']",2020-11-16,207789,3,727,30,2617535,5673,22306
2247,2CEgrZAeXJteCa5jOj3QfF,Chúng Ta Đều Là Người Chiến Thắng,"['RAP VIỆT', 'R.I.C', 'Đạt Dope', 'Yuno Bigboi', 'Lor', 'Tony D.', 'Tez']",2020-11-16,492000,0,246,13,569863,402,1604
2444,7aWWKuWMTHQwBUHnifrSty,OTĐ For Life!,"['RAP VIỆT', 'Lăng LD']",2020-11-08,162786,0,91,9,239402,220,840
2445,3U5WFUIgOaA1U7GdTs4yjQ,Va Vào Giai Điệu Này,"['RAP VIỆT', 'RPT MCK']",2020-11-08,197209,5,3218,42,12774327,31455,124215
2446,6pZI0hE72OTSbsG12p8Fx4,Chú Chó Trên Ô Tô,"['RAP VIỆT', 'Tlinh']",2020-11-08,193485,1,764,26,2364413,3258,12905
2447,6Y2YbfCkR3C0oIysWzU36H,Hy Vọng,"['RAP VIỆT', 'RPT Gonzo']",2020-11-08,237600,0,247,15,733691,592,2144
2448,5Bl7J9ezXIutJh6nkzFMp8,Thành Thật,"['RAP VIỆT', 'Thành Draw']",2020-11-08,187200,1,434,22,1068124,1813,7066
2449,2h1KRcol4TvqCl1Lf8RWio,The Right Journey,"['RAP VIỆT', 'Gducky']",2020-11-08,192857,8,823,29,3289920,5335,21216
2450,6lBrTMmXE8XtnPNQdUocSo,Tiến Hoá,"['RAP VIỆT', 'Ricky Star']",2020-11-08,171428,0,157,12,388092,367,1422
2451,2NMmW0mCNfLghRxcE7TyjM,?,"['RAP VIỆT', 'Dế Choắt']",2020-11-08,243833,0,199,15,602410,573,2353
2656,3nHbNyuUsVmtwHAcpeOrZR,Đây Là Rap Việt,"['RAP VIỆT', 'Binz', 'JustaTee', 'Rhymastic', 'Wowy', 'Karik', 'Suboi']",1900-01-01,181540,1,727,29,2690697,5048,20617
2657,1cTkip49NCMrvSXSlL6s07,Tôi Của Nơi Ấy,"['RAP VIỆT', '16 BrT']",1900-01-01,171441,0,27,7,135875,140,519
2658,129tzbtZ8PRLVo33ymZigS,Anh Vẫn OK,"['RAP VIỆT', 'RPT MCK']",1900-01-01,195789,2,1593,37,4302930,16311,64683
2659,52is9ojjpe6F7bMzj8Ao39,Không Dừng Lại,"['RAP VIỆT', 'VVSIX']",1900-01-01,167383,0,40,0,134505,166,539
2660,5YXy2zN8YcXxENHL7BCE7u,Vì Em So Đẹp,"['RAP VIỆT', 'Thành Draw']",1900-01-01,183584,2,813,26,1420457,3781,14541
2661,6CO0mSbkaxJhrajO01bzD9,Vẫy Tay Chào Hôm Qua,"['RAP VIỆT', 'GILL']",1900-01-01,192000,0,57,14,166888,526,2235
2662,7ktYIlqQTkc5Pwzg6A5wjK,Chắc Chắn Rap Việt Là Đây,"['RAP VIỆT', 'Yang']",1900-01-01,165333,0,30,5,123514,78,297
2663,3BeEnrOYFjA6LrxFEsSdes,60 Năm Cuộc Đời,"['RAP VIỆT', 'Lor']",1900-01-01,152275,0,208,15,477926,594,2290
2664,04y0Qlebn8qSaEVSIGZYrk,Beethoven Trappin',"['RAP VIỆT', 'Hành Or']",1900-01-01,161713,0,349,18,645033,1050,3907
2665,0BlgVXaChUDxMZPGQk3xkC,Mơ Giữa Rừng Mơ,"['RAP VIỆT', 'Young God']",1900-01-01,198947,0,27,0,133964,104,446
2666,3z7wPex6N4jbcJWrva8XRk,Chú Bé Loắt Choắt,"['RAP VIỆT', 'Dế Choắt']",1900-01-01,181894,0,382,21,852509,1448,5847
2667,3rWSdQYA4v4HvQtx6EmQEv,Là Tôi,"['RAP VIỆT', 'TonyD.']",1900-01-01,163335,0,114,11,284439,318,1205
2668,5AMPKrIvt28vOblDdQdTZF,Rằm Tháng 7,"['RAP VIỆT', 'R.Tee']",1900-01-01,204521,0,269,15,585598,574,2311
2669,2t6XgZXVOzm0VEIdilVQqm,Unexpected,"['RAP VIỆT', 'gung0cay']",1900-01-01,181200,0,121,11,316471,299,1124
2670,5AhEXzyAMl9aoGgrGwyTs1,Nguyên Team Latin Hết,"['RAP VIỆT', 'Đạt Dope']",1900-01-01,134328,0,46,6,149579,103,386
2671,2Gw7zrKI7tyes5IYlhyVqt,Ối Giời Ơi,"['RAP VIỆT', 'RPT Orijinn']",1900-01-01,162000,0,106,8,227542,180,772
2672,3UsV7jk1VF7kUGCMmN18ts,Dám Hay Không Dám,"['RAP VIỆT', 'Yuno Bigboi']",1900-01-01,154452,0,298,17,549043,766,3033
2674,5GfQRsVNI1W7kBr0EjG1e4,Heo Không Cần,"['RAP VIỆT', 'AK49']",1900-01-01,153142,0,58,7,159087,140,513
2675,31hZyuV8JOzauM7hTWHuz8,Cô Đơn Đã Quen Với Anh,"['RAP VIỆT', 'Willistic']",1900-01-01,177652,0,51,8,156617,146,575
2676,5lxKfprZ1GrQGObTjXAXQn,Tình Ca,"['RAP VIỆT', 'Lăng LD']",1900-01-01,193500,1,540,26,1112321,3396,14261
2677,3T1ituhIzhnLxpDgKAVHxk,Katy,"['RAP VIỆT', 'Gonzo']",1900-01-01,175487,0,295,16,600496,573,2256
2678,3Ym7pfxdUnMvd22Lx6BqOA,Dear105sau,"['RAP VIỆT', 'Kuboss']",1900-01-01,163636,0,26,4,115657,73,247
2679,49bJ7iz4kyskuaeMvcOsgS,Hành Trình Đến Rap,"['RAP VIỆT', 'Duy Andy']",1900-01-01,181058,0,86,8,244154,186,729
2680,0OhDeFddFZHDap8wRQQCuF,Bắc Kim Thang,"['RAP VIỆT', 'Ricky Star']",1900-01-01,184224,0,393,26,802624,3274,12963
2681,5UMYwBmvmsLFvespvIOnqi,Trap Room,"['RAP VIỆT', 'MAC Junior']",1900-01-01,164885,0,64,6,172756,129,472
2682,5l1OtmN6hm1Az8MrQUb3qX,Turn It Up,"['RAP VIỆT', 'R.I.C']",1900-01-01,204840,0,42,6,139330,108,377
2683,37DIcxQs2OvhVDoY6VjbcT,Tình Yêu BigBoy,"['RAP VIỆT', 'Lu V']",1900-01-01,142045,0,27,5,126212,106,350
2684,2Iob0DVmsnadXONVqHh22U,Giữ Lấy Làm Gì,"['RAP VIỆT', 'Key']",1900-01-01,168000,0,37,7,139663,136,499
2685,3xlhYIhZ7heAvohmw3uyfd,00,['RPT MCK'],2023-03-02,33874,1,233,31,1717100,7544,25625
2686,7jLSThU5Kg1RWt19Leiaxm,Chìm Sâu,['RPT MCK'],2023-03-02,156303,49,7920,53,57018879,195673,893574
2687,38MI5LpTajiO3A0DQGcCmu,Suit & Tie,['RPT MCK'],2023-03-02,238330,5,1640,40,5018961,26537,98500
2688,4HHtyJdZVuefcyRmBUcyth,Va Vào Giai Điệu Này,['RPT MCK'],2023-03-02,190303,10,2061,43,7509020,42379,158388
2689,6Aq4aOWwYShupneZy71zE4,Tối Nay Ta Đi Đâu Nhờ,['RPT MCK'],2023-03-02,104698,6,1562,40,6230604,24132,87855
2690,28bxbqNcAuNxYDZYet6eZ7,Chỉ Một Đêm Nữa Thôi,['RPT MCK'],2023-03-02,141760,23,4287,54,30814522,167799,658096
2691,7kpNUrBDYDoX6QKGzrBD1R,Thôi Em Đừng Đi,['RPT MCK'],2023-03-02,173397,15,4056,51,24199312,116010,449508
2692,33dIUFKBA7U5KHs1fdBw8b,50/50,['RPT MCK'],2023-03-02,60858,1,287,31,1838026,7852,26618
2693,29cUOvKfTmx9SFDC73QHv5,Cuốn Cho Anh Một Điếu Nữa Đi,['RPT MCK'],2023-03-02,185669,6,1436,41,3852948,27511,101984
2694,2X2mIfNW5ZtLmVgpm9rgUX,Show Me Love,['RPT MCK'],2023-03-02,154917,7,1694,42,6147422,41639,145115
2695,3440g8awr2l0E5Yy2X5Epk,Tại Vì Sao,['RPT MCK'],2023-03-02,203111,37,5659,50,28678394,138158,511752
2696,7EaPodlfG3tbhshy7MKzTL,Thờ Er,['RPT MCK'],2023-03-02,98325,4,1440,38,4704828,20815,74340
2697,6GUGn0yUS6PvyYIXOoaT4j,Ai Mới Là Kẻ Xấu Xa,['RPT MCK'],2023-03-02,192768,7,1814,40,5741736,26926,101280
2698,3YctJXK6kznnWl68TnYobN,Anh Đã Ổn Hơn,['RPT MCK'],2023-03-02,194005,35,5449,55,39523190,196192,843416
2699,33SYx5viijwLGMqfl50FKI,Badtrip,['RPT MCK'],2023-03-02,158559,12,2564,46,8857185,59882,217361
2700,4Mne52NZGUzdlPZSzjQM5f,99,['RPT MCK'],2023-03-02,171673,2,228,30,1425455,6443,21798
2701,7dTc1hX4VmjLX38vB20mxD,đưa anh vào thế giới thần tiên của tình yêu điên cuồng,['tlinh'],2024-04-26,95000,2,10,19,100597,3404,3864
2702,7E21mgtli5dqJuB4QzykrG,tình yêu có nghĩa là gì?,['tlinh'],2024-04-26,130000,2,7,19,74560,3679,3603
2703,4MjoT2uRglYYGJzo1UOREx,người đẹp ngủ,['tlinh'],2024-04-26,216000,2,6,16,63319,1611,2951
2704,20z7xYXPtkeorEBUVtU5DO,thế giới thần tiên,['tlinh'],2024-04-26,172500,2,9,18,75990,3535,3356
2705,0QF2Abl6Q1JZaFdcYo4HID,ghệ iu dấu của em ơi,['tlinh'],2024-04-26,181500,2,12,19,73969,732,4113
2706,0OrVgitAwdL0UuF1dWXzuJ,kho báu đánh rơi,['tlinh'],2024-04-26,230500,2,8,0,55385,4117,2378
2707,6BbFEDKIZ7W5KAAUsFLmUs,nữ siêu anh hùng,['tlinh'],2024-04-26,212000,0,8,14,55715,529,2528
2708,5BWq9xzzi25CBvNJv9SWtJ,người điên,['tlinh'],2024-04-26,219000,0,18,17,108183,1188,3609
2709,5LTAQ7sR2fZTnVnRQaJSYU,những đốm sáng,['tlinh'],2024-04-26,378000,0,5,14,51023,738,2236
2710,4FkBZbagWi1FEKRkzPpizR,nếu lúc đó,['tlinh'],2024-04-26,335124,2,26,20,101501,3465,5432
2711,6sjaklIEJx3Dd3yefSgWrT,ái + làm lành chữa tình,['tlinh'],2024-04-26,290000,2,5,13,47916,3858,1772
2723,1Vla7vXcM0zimotYpresDT,tình yêu có nghĩa là gì?,['tlinh'],2023-08-16,133784,15,2674,48,16158819,99116,370155
2724,3EvZ9Ztgy03uUhxlv8PLf3,người đẹp ngủ,['tlinh'],2023-08-16,215773,4,885,40,3534850,22882,92867
2725,2QUU1AtY5fndKDNbr17EFk,người điên,['tlinh'],2023-08-16,147475,11,1845,46,10099793,62646,235222
2726,5HuDnBhNLj5m865LowtgZQ,kho báu đánh rơi,"['tlinh', 'GREY D']",2023-08-16,200202,7,1413,42,5692451,29370,123813
2727,3Gr6ucPp3qJbBZ3yrGmZTt,ái,['tlinh'],2023-08-16,67200,2,453,35,2462230,11380,44669
2728,0phm7GkRTCRI9OQqTJvG6q,làm lành chữa tình,['tlinh'],2023-08-16,205676,5,1054,40,3948955,29022,106538
2729,2cJyuhqcXvd6ccvAn8NXsL,thế giới thần tiên,['tlinh'],2023-08-16,170839,12,1959,51,11091757,117839,438760
2730,1TJtZKZFq2rdh9Wfpm15Nw,những đốm sáng,['tlinh'],2023-08-16,243640,6,1085,42,4369782,34486,132270
2731,5FFVQGnZuJt9iAYpasTeq4,nữ siêu anh hùng,['tlinh'],2023-08-16,211436,17,1878,48,9002134,74910,298577
2732,4YSryHqsD82Krc81l1EJD5,ghệ iu dấu của em ơi,['tlinh'],2023-08-16,205996,19,3569,49,18258934,142118,531152
2733,4exlWP8cokkWVCvyP3kg7c,nếu lúc đó,['tlinh'],2023-08-16,264000,34,8568,57,57814915,396434,1580235
2734,2mrvDc1KgFkHTDr2e2ryC7,kết thúc = mở đầu,['tlinh'],2023-08-16,56571,2,321,33,1738099,8295,32708
2758,11ezDNWw1dtowVz1dB0FHh,ghệ iu dấu của em ơi,['tlinh'],2023-06-06,205000,1,108,20,308161,1628,7705
2759,74WxAcXpJGlxjGee6elaiX,ghệ iu dấu của em ơi,['tlinh'],2023-06-06,205000,0,103,22,297998,2474,9951
2760,5lspBRSQ0QLayRfs5DYNdU,ghệ iu dấu của em ơi - DATWEE remix,['tlinh'],2023-06-06,193000,0,17,12,69152,395,1701
2761,3a8AoQuBnpGKbPt2HRmtvx,ghệ iu dấu của em ơi - Headie remix,['tlinh'],2023-06-06,142534,0,24,11,88051,325,1498
2762,1FxSW2YqtkTW5mDWt0c0kf,ghệ iu dấu của em ơi - Feliks Alvin remix,['tlinh'],2023-06-06,126000,0,35,10,114735,271,1182
2763,2rxC5YyJxxbUwS38sQU7tT,ghệ iu dấu của em ơi - HANZ remix,['tlinh'],2023-06-06,283000,0,11,0,29443,130,664
2764,4ZMRkBafnau4FTJV7tL21H,ghệ iu dấu của em ơi - Amaj7ing remix,['tlinh'],2023-06-06,156339,0,25,11,61745,352,1385
2765,36akbj1spM7sG4OGtxNbl9,ghệ iu dấu của em ơi - CLOUDEE remix,['tlinh'],2023-06-06,128000,1,401,32,1321040,7968,35957
2766,2BKJHgMQa2IlwoHSrVMP0l,ghệ iu dấu của em ơi - Anh Long Đờ Riu remix,['tlinh'],2023-06-06,151000,0,19,10,70166,317,1190
2767,0VksbP5baVt2f3ejNwneDq,ghệ iu dấu của em ơi - Smokele Remix,['tlinh'],2023-06-06,174000,0,18,11,35206,159,1805
2768,3J6MRNV6WGrnzl70hI4bwK,ghệ iu dấu của em ơi  - Gonpop remix,['tlinh'],2023-06-06,123000,0,114,26,359366,4161,19491
2769,2dPJtlvoa3GDowCh035M8P,Nếu Những Tiếc Nuối,['Vũ.'],2024-09-27,260488,25,704,52,5827161,151292,557691
2770,3qllaNK66kKxX123f0eKpj,Mùa Mưa Ấy,['Vũ.'],2024-09-27,228065,16,472,52,3582497,172291,598523
2771,7q1eFVK6jkj62gpcbmWULX,Ngồi Chờ Trong Vấn Vương,['Vũ.'],2024-09-27,201694,4,188,40,1093330,21312,94815
2772,12bcCsDriq4kuXeC6egRUT,Dành Hết Xuân Thì Để Chờ Nhau,['Vũ.'],2024-09-27,288380,18,1285,45,9277379,79897,331301
2773,03P3uM9VqJ4NbCvR5UrLY4,Và Em Sẽ Luôn Là Người Tôi Yêu Nhất,['Vũ.'],2024-09-27,257608,5,239,41,1205136,23411,106464
2774,2qYHRRhnCWB3JEiM4AXdEK,Những Chuyến Bay,['Vũ.'],2024-09-27,273155,5,227,41,1193329,22081,102255
2775,5j7uXM9aNdklFXA2iQp1jS,Mây Khóc Vì Điều Gì,['Vũ.'],2024-09-27,214295,3,176,39,904202,15277,71826
2776,1LJyhnPdYGRLerwJd8CmL1,Những Lời Hứa Bỏ Quên,['Vũ.'],2024-09-27,236262,102,5162,54,36101587,353517,1363076
2777,0e6fZkLArSmDIHnZcIua7t,Không Yêu Em Thì Yêu Ai?,['Vũ.'],2024-09-27,232647,42,1299,59,11829829,334883,1413146
2778,41DlPJXKTCypXdf2eSqa03,bình yên,['Vũ.'],2024-09-27,201655,50,2412,60,26824921,697021,2742876
2789,2LhaQUFez282XCuTDSTDcV,Cô Ta,['Vũ.'],2022-09-09,214500,8,1594,40,7171248,37783,141738
2790,3j9BMKKE8DpDSBXVI0IdfA,Nhường Lại Em,"['Vũ.', 'Phúc Du']",2022-09-09,214333,1,510,32,1927984,7523,31294
2791,4fBZ8DOoxcZeEl7GyQdnUF,Chậm Lại,['Vũ.'],2022-09-09,223384,3,1227,32,4496079,14323,60045
2792,7yXjGaBccbuWVv8jQR7aAZ,Cuộc Đối Thoại Không Hồi Kết,"['Vũ.', 'Mạc Mai Sương']",2022-09-09,275300,1,287,31,1187015,6435,25850
2793,0OFfNvr1GufcoJwFufmwOV,Chợt Nhìn Nhau,['Vũ.'],2022-09-09,180500,1,462,33,1796072,9297,36033
2794,38rjRVqEHSlDRrDWDvjkqW,Bước Qua Nhau,['Vũ.'],2022-09-09,257647,17,5422,49,29390985,143023,540036
2795,6uxuJ8Fr1AAfSPJUF9N1yr,Bước Qua Mùa Cô Đơn,['Vũ.'],2022-09-09,278823,12,6204,52,36139438,179656,669799
2796,1fqAfBrK752gsSdZJ6OhLN,Sau Chia Tay Ta Còn Gì?,['Vũ.'],2022-09-09,281700,1,470,34,1577528,10894,39387
2797,7eDrdQ7PK9Xm1CZCKWsgmH,Anh Nhớ Ra,"['Vũ.', 'TRANG']",2022-09-09,276500,16,3646,51,19493039,126033,489480
2817,6uiSl1vb4BlX1xZq1kIGkD,Có Thể Là Tại Sao?,['Vũ.'],2019-11-06,148745,0,144,28,1216240,3797,16823
2818,2cgy1hFbQLVvzVtnonAvE7,Còn Lại Gì?,['Vũ.'],2019-11-06,275999,0,139,32,1325324,6269,27225
2819,5UKc1GKFq2C1mbadXQJc5v,Do Ai?,['Vũ.'],2019-11-06,216003,0,145,24,1813230,2130,9979
2820,7miWk0Fm0d21gqhjDqLVMm,Hành Tinh Song Song,['Vũ.'],2019-11-06,305413,2,535,32,3358440,6119,29016
2821,72oCp4aPEzavOKd9MkXJuj,Xin Phép Được Cô Đơn,['Vũ.'],2019-11-06,310285,0,183,25,1170681,2490,10509
2822,6t4Gc1IEdQRYvGGYsl8Tgt,Rơi Quá Khứ,['Vũ.'],2019-11-06,368000,0,64,15,790107,523,2222
2823,42LToPm7hRp1hOdONqcsdr,"Hành Tinh Song Song, Pt. 2",['Vũ.'],2019-11-06,234747,0,194,27,1113528,3393,15271
2824,2clSWs3MlXkGHNbJMqkFgV,Sky Tour,['Sơn Tùng M-TP'],2020-06-12,149077,1,178,32,3141826,8640,30492
2825,5VEbCBsWrWI2I5OQhDrNJF,Chạy Ngay Đi - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,309504,0,95,25,1230927,3659,11609
2826,1bmqD4QuCN2p9LR9J8YZKe,Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,247594,0,97,25,1105914,3748,11938
2827,6g8pvcdm71gk7Hmtun3cf8,Lạc Trôi - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,293890,0,84,22,937399,2453,8075
2828,7jPyT2shQ4Ruwqr5MtETDF,Remember Me - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,203433,0,72,23,823757,2703,8736
2829,1on6FVFhfZL9NAuXc5moU3,Chắc Ai Đó Sẽ Về - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,283500,0,112,23,934296,2851,9096
2830,4J0D55lwk4ZIxvUnC1lpF9,Em Của Ngày Hôm Qua - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,246241,0,136,23,1205708,2513,8390
2831,3Q5YuoVqL56lsWK3qciNCk,Hãy Trao Cho Anh - Sky Tour 2019,['Sơn Tùng M-TP'],2020-06-12,253033,0,110,24,975930,3461,11275
2840,2By2GAKNBofnNK1H9Hpv4C,Cơn Mưa Ngang Qua,['Sơn Tùng M-TP'],2017-04-01,288092,1,930,47,2372043,77020,290434
2841,4L2oeZlKbhJZK2qiu4UaeD,Anh Sai Rồi,['Sơn Tùng M-TP'],2017-04-01,252303,1,1290,44,5493071,63334,228745
2842,4SqE2XLtd1AfppGm2xlkf4,Nắng Ấm Xa Dần,['Sơn Tùng M-TP'],2017-04-01,191922,1,799,51,6883905,119697,465230
2843,6d6oSgy2qeixaiARTRvNf6,Em Của Ngày Hôm Qua,['Sơn Tùng M-TP'],2017-04-01,263949,2,803,37,3009027,17170,65298
2844,527UV7H9SbnmTVkxBVg56X,Chắc Ai Đó Sẽ Về,['Sơn Tùng M-TP'],2017-04-01,262164,7,3326,50,11735921,117430,414707
2845,0tyrLp1zVAjN3EV95EuOzQ,Không Phải Dạng Vừa Đâu,['Sơn Tùng M-TP'],2017-04-01,247634,2,1566,49,8856681,94674,367696
2846,7e120iW6hGXTu0h8dtC8Py,Thái Bình Mồ Hôi Rơi,['Sơn Tùng M-TP'],2017-04-01,318093,2,607,37,2984368,21342,74170
2847,6Ymfomc8oUF5vNy73Xjh10,Khuôn Mặt Đáng Thương,['Sơn Tùng M-TP'],2017-04-01,257451,1,1212,44,4843136,45860,177688
2848,4Nudo7D6XMAwTsaY39TBpJ,Tiến Lên Việt Nam Ơi,['Sơn Tùng M-TP'],2017-04-01,218627,1,288,35,1729428,12476,46300
2849,7x3LYoKxGAtu4hjSkZdxj4,Ấn Nút Nhớ... Thả Giấc Mơ,['Sơn Tùng M-TP'],2017-04-01,244539,3,1397,44,6714041,41786,163454
2850,2wZAvkgiOE5tyrnqhB69KA,Âm Thầm Bên Em,['Sơn Tùng M-TP'],2017-04-01,293112,21,5258,59,33573306,432031,1566862
2851,3P3rcI48wwVEgxF5vPM6pG,Buông Đôi Tay Nhau Ra,['Sơn Tùng M-TP'],2017-04-01,227492,4,3292,55,20833847,222786,872946
2852,0tPBIwb0p5mozyF6GZVTUG,Như Ngày Hôm Qua,['Sơn Tùng M-TP'],2017-04-01,222981,4,2298,48,11266441,63880,268006
2853,6Am4hFMk9W4tHRoAUbPJtu,Remember Me - SlimV Remix,['Sơn Tùng M-TP'],2017-04-01,203493,0,440,37,2245560,19104,68582
2854,7ESH2ntyD5Bb1XckoJU554,Một Năm Mới Bình An,['Sơn Tùng M-TP'],2017-04-01,248736,14,1068,55,8364118,94354,596103
